AUB,11/29/2019,53.7,53.7,53.7,53.7,60,
BDO,11/29/2019,154.8,154.8,151.1,151.8,1081930,
BPI,11/29/2019,88.2,88.4,85.6,85.95,2641780,
CHIB,11/29/2019,25.3,25.3,25,25.1,32900,
EW,11/29/2019,12.88,12.92,12.7,12.82,553600,
MBT,11/29/2019,67.9,67.9,66.25,66.25,2132190,
PBB,11/29/2019,12.7,12.7,12.7,12.7,9100,
PBC,11/29/2019,20.5,22.15,20.5,22.15,1300,
PNB,11/29/2019,38.3,38.35,37.5,37.5,501100,
PSB,11/29/2019,57.6,57.6,57.6,57.6,500,
RCB,11/29/2019,25,25.05,24.75,24.75,59600,
SECB,11/29/2019,204,205,199.4,205,547740,
UBP,11/29/2019,59.55,59.55,59,59.55,1480,
BLFI,11/29/2019,1.85,1.85,1.85,1.85,1000,
COL,11/29/2019,18.2,18.2,18.2,18.2,10000,
FERRO,11/29/2019,4.14,4.3,4.1,4.25,206000,
MED,11/29/2019,0.38,0.38,0.38,0.38,50000,
NRCP,11/29/2019,0.85,0.85,0.85,0.85,5000,
PSE,11/29/2019,173,176.2,173,176.2,1550,
SLF,11/29/2019,1879,1879,1805,1805,255,
V,11/29/2019,1.06,1.06,1.06,1.06,744000,
ACEPH,11/29/2019,2.51,2.51,2.45,2.46,3497000,
ACR,11/29/2019,1.23,1.25,1.23,1.25,65000,
AP,11/29/2019,34.05,34.55,34,34.45,1197100,
BSC,11/29/2019,0.239,0.239,0.225,0.238,210000,
FGEN,11/29/2019,23.95,25,23.5,25,2292000,
FPH,11/29/2019,75.75,75.75,75.05,75.05,192480,
MER,11/29/2019,315,319.8,315,319,67140,
MWC,11/29/2019,18.7,19.38,18.5,18.7,1480400,
PCOR,11/29/2019,4.57,4.6,4.5,4.54,473000,
PNX,11/29/2019,11.08,11.08,11.08,11.08,10000,
SHLPH,11/29/2019,33.15,33.2,32.8,33.1,806700,
SPC,11/29/2019,8.88,9,8.65,8.67,561500,
ANI,11/29/2019,13.94,13.96,12.84,13.96,848900,
AXLM,11/29/2019,3.58,3.58,3.3,3.35,8702000,
CNPF,11/29/2019,15.2,15.22,15,15.22,175500,
DELM,11/29/2019,5.3,5.45,5.25,5.25,8200,
DNL,11/29/2019,8.8,8.8,8.73,8.77,333400,
EMP,11/29/2019,7.23,7.23,7.18,7.2,301600,
FB,11/29/2019,89,90,88.5,90,26780,
FOOD,11/29/2019,0.59,0.6,0.57,0.57,624000,
FRUIT,11/29/2019,1.82,2.45,1.71,1.71,675655000,
GSMI,11/29/2019,41,41,40,40.5,10800,
JFC,11/29/2019,195,196,192,192,779240,
MACAY,11/29/2019,7.97,8.2,7.75,8.2,15200,
MAXS,11/29/2019,12.5,12.7,12.12,12.5,125900,
PIP,11/29/2019,1.37,1.39,1.32,1.32,2741000,
PIZZA,11/29/2019,10.9,10.9,10.64,10.78,2083900,
RCI,11/29/2019,1.99,2,1.92,1.95,2368000,
RFM,11/29/2019,5.47,5.47,5.45,5.46,5400,
SFI,11/29/2019,0.121,0.121,0.115,0.115,7950000,
URC,11/29/2019,150,151.6,150,150.1,798680,
VITA,11/29/2019,1.13,1.14,1.1,1.11,4134000,
CA,11/29/2019,70,70,64.65,70,1110,
CAB,11/29/2019,67.85,67.85,67.7,67.7,700,
CHP,11/29/2019,2.31,2.34,2.25,2.28,1220000,
DAVIN,11/29/2019,5.34,5.34,5.33,5.33,12000,
EAGLE,11/29/2019,15.18,15.18,14.88,14.98,227000,
EEI,11/29/2019,10.4,10.4,10.3,10.3,464200,
HLCM,11/29/2019,13.72,13.96,13.64,13.96,148700,
MWIDE,11/29/2019,17.26,17.26,16.9,17.08,1029900,
PHN,11/29/2019,9.9,10,9.9,10,42000,
T,11/29/2019,1.02,1.04,1,1.04,542000,
VUL,11/29/2019,0.98,0.98,0.93,0.94,1586000,
CROWN,11/29/2019,2.02,2.08,1.99,2.06,842000,
LMG,11/29/2019,4.78,4.78,4.65,4.75,95000,
MVC,11/29/2019,3.59,3.59,3.56,3.56,5000,
PPC,11/29/2019,4.97,4.98,4.96,4.96,53000,
GREEN,11/29/2019,1.99,1.99,1.87,1.87,7490000,
IMI,11/29/2019,7.8,7.99,7.8,7.86,29200,
ION,11/29/2019,1.34,1.34,1.32,1.32,183000,
PMPC,11/29/2019,5.65,5.65,5.25,5.25,1100,
SSP,11/29/2019,1.01,1.01,0.94,0.99,134000,
TECH,11/29/2019,5.3,5.3,5.03,5.08,527000,
ABA,11/29/2019,0.79,0.79,0.76,0.76,10014000,
ABG,11/29/2019,12.5,12.5,12.2,12.48,10200,
AC,11/29/2019,806,807.5,795.5,806,261870,
AEV,11/29/2019,48.25,49.5,48.25,48.95,1883600,
AGI,11/29/2019,11.06,11.18,11.04,11.06,20421100,
ALLHC,11/29/2019,3.4,3.4,3.38,3.39,2506000,
ANS,11/29/2019,6.8,6.8,6.75,6.75,800,
APO,11/29/2019,0.7,0.74,0.7,0.73,217000,
ATN,11/29/2019,0.92,0.94,0.92,0.94,1173000,
ATNB,11/29/2019,0.95,0.97,0.95,0.97,455000,
COSCO,11/29/2019,6.95,7,6.75,6.81,389900,
DMC,11/29/2019,6.83,6.83,6.5,6.5,31555100,
FDC,11/29/2019,13,13.38,13,13.38,1500,
FPI,11/29/2019,0.209,0.209,0.209,0.209,100000,
GTCAP,11/29/2019,880,895.5,880,894.5,81560,
HI,11/29/2019,5.4,5.4,5.33,5.4,7061400,
JGS,11/29/2019,76.3,77.9,75.5,76.9,1193710,
JOH,11/29/2019,5.1,5.4,5.09,5.2,41200,
KPH,11/29/2019,5.22,5.22,5.22,5.22,700,
LIHC,11/29/2019,0.51,0.51,0.5,0.5,20000,
LPZ,11/29/2019,4.06,4.07,4.03,4.04,477000,
LTG,11/29/2019,11.86,11.86,11.06,11.06,3108100,
MHC,11/29/2019,0.55,0.57,0.54,0.56,402000,
MPI,11/29/2019,4.28,4.35,4.28,4.3,12528000,
PA,11/29/2019,0.038,0.039,0.037,0.037,169600000,
PRIM,11/29/2019,1.25,1.4,1.24,1.39,1114000,
REG,11/29/2019,3,3,3,3,3000,
SGI,11/29/2019,1.22,1.26,1.22,1.26,58000,
SM,11/29/2019,1090,1090,1056,1060,282645,
SMC,11/29/2019,160,161,157,159.2,28200,
SOC,11/29/2019,0.8,0.8,0.78,0.78,264000,
SPM,11/29/2019,2.25,2.25,2.25,2.25,9000,
TFHI,11/29/2019,215,219,213.4,219,720,
WIN,11/29/2019,0.223,0.223,0.223,0.223,480000,
ZHI,11/29/2019,0.212,0.213,0.211,0.211,450000,
ALCO,11/29/2019,0.84,0.87,0.83,0.83,2517000,
ALHI,11/29/2019,8.86,8.86,8.86,8.86,2900,
ALI,11/29/2019,44.7,45.5,44.7,45.5,7226900,
ARA,11/29/2019,1.52,1.62,1.52,1.6,240000,
BEL,11/29/2019,1.98,2.04,1.98,2.04,148000,
BRN,11/29/2019,0.73,0.74,0.7,0.71,1835000,
CEI,11/29/2019,0.189,0.195,0.18,0.18,28920000,
CHI,11/29/2019,6.47,6.5,6.23,6.47,77200,
CLI,11/29/2019,4.75,4.75,4.64,4.7,211000,
CPG,11/29/2019,0.59,0.59,0.57,0.58,28449000,
CYBR,11/29/2019,0.415,0.415,0.41,0.41,1010000,
DD,11/29/2019,19.5,19.8,19.04,19.6,359300,
DMW,11/29/2019,10.24,10.34,10.18,10.34,30500,
ELI,11/29/2019,0.44,0.44,0.44,0.44,410000,
EVER,11/29/2019,0.121,0.121,0.121,0.121,20000,
FLI,11/29/2019,1.56,1.57,1.53,1.54,6277000,
GERI,11/29/2019,1.22,1.22,1.22,1.22,15000,
HOUSE,11/29/2019,14.84,14.86,14.84,14.86,49700,
IRC,11/29/2019,1.29,1.3,1.25,1.27,1531000,
MEG,11/29/2019,4.56,4.57,4.38,4.43,14306000,
MRC,11/29/2019,0.225,0.225,0.217,0.217,16760000,
PRMX,11/29/2019,2.01,2.02,2,2.01,189000,
RLC,11/29/2019,25.9,26.3,25.85,26.2,1727700,
RLT,11/29/2019,0.34,0.34,0.33,0.33,310000,
ROCK,11/29/2019,2.12,2.2,2.12,2.14,56000,
SHNG,11/29/2019,3.2,3.2,3.18,3.2,9000,
SLI,11/29/2019,2.42,2.49,2.39,2.44,785000,
SMPH,11/29/2019,39,39.2,38.85,39,6758800,
STR,11/29/2019,5.46,5.5,5.12,5.5,68900,
SUN,11/29/2019,1.36,1.38,1.28,1.33,12283000,
VLL,11/29/2019,7.57,7.6,7.53,7.6,2416400,
ABS,11/29/2019,17.2,17.46,17,17.44,53800,
GMA7,11/29/2019,5.2,5.23,5.17,5.2,60800,
MB,11/29/2019,0.405,0.415,0.39,0.415,2380000,
MBC,11/29/2019,11.56,11.56,11.56,11.56,100,
GLO,11/29/2019,1900,1940,1900,1940,39520,
TEL,11/29/2019,1088,1090,1075,1075,75745,
APL,11/29/2019,0.038,0.04,0.037,0.04,42900000,
DFNN,11/29/2019,5.19,5.19,5.19,5.19,2200,
IMP,11/29/2019,1.85,1.85,1.72,1.72,42000,
IS,11/29/2019,0.103,0.103,0.103,0.103,300000,
ISM,11/29/2019,4.27,4.27,4.05,4.09,3422000,
JAS,11/29/2019,2.22,2.25,2.05,2.24,31000,
NOW,11/29/2019,2.95,2.95,2.69,2.84,4265000,
TBGI,11/29/2019,0.295,0.295,0.27,0.275,11910000,
WEB,11/29/2019,2.76,2.76,2.7,2.75,206000,
2GO,11/29/2019,9.86,10.1,9.83,10.08,12400,
ATI,11/29/2019,18.26,18.26,18,18,252100,
C,11/29/2019,5.99,5.99,5.75,5.85,274700,
CEB,11/29/2019,92.7,92.7,91.8,92.5,86970,
ICT,11/29/2019,121.2,124,121.1,123.6,588410,
LBC,11/29/2019,13.98,13.98,13.98,13.98,2300,
LSC,11/29/2019,0.9,0.9,0.9,0.9,121000,
MAC,11/29/2019,18.04,18.3,17.72,18,601300,
MAH,11/29/2019,1.05,1.05,1.05,1.05,2000,
MAHB,11/29/2019,1.03,1.03,1.03,1.03,10000,
PAL,11/29/2019,7.75,7.8,7.6,7.65,35900,
TUGS,11/29/2019,1.17,1.17,1.12,1.13,2434000,
ACE,11/29/2019,1.52,1.52,1.5,1.5,69000,
GPH,11/29/2019,9.89,10.54,9.89,10.54,800,
WPI,11/29/2019,0.62,0.62,0.59,0.61,2761000,
IPO,11/29/2019,7.9,7.9,7.9,7.9,800,
STI,11/29/2019,0.66,0.67,0.66,0.67,2237000,
BCOR,11/29/2019,2.94,2.94,2.75,2.83,1488000,
BLOOM,11/29/2019,11.46,11.46,11.1,11.14,580600,
LOTO,11/29/2019,2.52,2.52,2.5,2.5,24000,
LR,11/29/2019,2.81,2.82,2.75,2.75,366000,
MJC,11/29/2019,3.39,3.39,3.39,3.39,71000,
PHR,11/29/2019,4.94,4.94,4.94,4.94,1000,
PLC,11/29/2019,0.63,0.63,0.62,0.62,1039000,
HOME,11/29/2019,11.52,11.52,11.4,11.52,3450300,
MRSGI,11/29/2019,2.25,2.29,2.23,2.29,162000,
PGOLD,11/29/2019,40.5,40.5,40.1,40.15,98200,
RRHI,11/29/2019,76,79,74.5,79,107350,
SEVN,11/29/2019,150,150,149.9,149.9,1210,
SSI,11/29/2019,2.65,2.65,2.57,2.64,2230000,
WLCON,11/29/2019,18.1,18.58,18.02,18.5,2903100,
APC,11/29/2019,0.47,0.47,0.46,0.465,2850000,
ECP,11/29/2019,9.15,9.15,8.68,8.74,68600,
HVN,11/29/2019,419,422,410,410,3760,
IPM,11/29/2019,4.08,4.2,4.08,4.2,8000,
PHA,11/29/2019,0.5,0.5,0.46,0.49,18890000,
SBS,11/29/2019,9.04,9.15,9,9,33000,
AB,11/29/2019,11.46,11.46,11.46,11.46,100,
APX,11/29/2019,1.06,1.07,1.06,1.07,1063000,
AR,11/29/2019,0.0015,0.0015,0.0015,0.0015,2000000,
AT,11/29/2019,2.55,2.55,2.4,2.4,161000,
CPM,11/29/2019,2.52,2.54,2.52,2.54,526000,
DIZ,11/29/2019,7.23,7.55,7.22,7.55,1200,
FNI,11/29/2019,1.72,1.75,1.64,1.65,9119000,
GEO,11/29/2019,0.212,0.212,0.199,0.206,750000,
LC,11/29/2019,0.099,0.101,0.099,0.099,500000,
LCB,11/29/2019,0.104,0.104,0.102,0.102,400000,
MARC,11/29/2019,1,1.02,0.95,0.97,1275000,
NI,11/29/2019,1.05,1.06,1.03,1.03,33000,
NIKL,11/29/2019,3.21,3.24,3.02,3.09,14775000,
OM,11/29/2019,0.5,0.52,0.49,0.49,164000,
ORE,11/29/2019,0.8,0.82,0.79,0.82,176000,
PX,11/29/2019,3.28,3.3,3.28,3.3,104000,
SCC,11/29/2019,21.85,21.95,21.75,21.8,571700,
ACEX,11/29/2019,9.74,9.74,9.01,9.09,942100,
OPM,11/29/2019,0.011,0.012,0.011,0.012,33000000,
OV,11/29/2019,0.011,0.011,0.01,0.011,36100000,
PXP,11/29/2019,10.6,10.8,10.48,10.48,267500,
8990P,11/29/2019,98,98,97.05,97.05,510,
ACPB1,11/29/2019,509,509,509,509,920,
APB2R,11/29/2019,505,505,501,501,5400,
DDPR,11/29/2019,101,101,100.1,100.1,1020,
FPHPC,11/29/2019,499,499,499,499,50,
GLOPP,11/29/2019,500,500,500,500,4000,
GTPPB,11/29/2019,995,1000,995,1000,3370,
LRP,11/29/2019,1.01,1.01,1,1.01,449000,
MWP,11/29/2019,100.1,101,100.1,101,30,
PNX4,11/29/2019,1026,1028,1024,1028,110,
PRF3A,11/29/2019,1028,1030,1028,1030,1050,
SMC2C,11/29/2019,78.4,78.4,77.95,78,6260,
SMC2E,11/29/2019,75.1,75.95,75.05,75.95,11000,
SMC2G,11/29/2019,75.8,75.8,75.2,75.2,5060,
SMC2H,11/29/2019,75.3,75.45,75.3,75.45,17520,
SMC2I,11/29/2019,75.2,75.5,75.15,75.15,19030,
ABSP,11/29/2019,16.8,16.8,16.8,16.8,5900,
LRW,11/29/2019,1.55,1.55,1.55,1.55,1000,
IDC,11/29/2019,4.37,4.37,4.18,4.23,579000,
KPPI,11/29/2019,11.62,11.62,10.84,11,1444000,
X,11/29/2019,0.88,0.89,0.86,0.86,5120000,
FMETF,11/29/2019,116.7,116.9,116,116,12160,
TECB2,11/29/2019,0.96,0.96,0.96,0.96,12200,
^FINANCIAL,11/29/2019,1874.99,1874.99,1840.1,1841.8,10988079,
^INDUSTRIAL,11/29/2019,9772.19,9798.55,9754.69,9781.29,801851607,
^PROPERTY,11/29/2019,4019.2,4048.2,4018.38,4043.6,137764115,
^SERVICE,11/29/2019,1538.54,1546.48,1535.46,1546.48,110107693,
^PSEI,11/29/2019,7754.7,7773.83,7712.39,7738.96,,
^ALLSHARES,11/29/2019,0,4644,4650.09,4615.79,,
